1,37.972,36.998
2,36.511,37.485
3,36.511,36.998
4,36.511,35.537
5,37.485,35.537
6,37.485,36.024
7,37.485,36.998
8,36.998,36.998
9,37.485,36.998
10,37.485,36.511
11,36.998,36.024
12,36.511,37.485
13,37.972,36.024
14,36.998,37.972
15,36.998,36.511
16,36.998,36.511
17,36.511,37.485
18,36.998,37.485
19,37.972,37.485
20,37.485,37.972
21,36.511,38.459
22,36.998,37.485
23,36.511,36.511
24,37.485,37.972
25,36.024,36.998
26,36.998,37.485
27,37.972,37.485
28,37.972,37.972
29,36.024,37.972
30,36.024,36.511
31,36.998,38.459
32,37.972,38.946
33,36.511,38.459
34,36.024,40.407
35,36.511,38.946
36,37.485,38.459
37,36.998,39.433
38,36.511,38.459
39,36.998,38.459
40,36.998,38.459
41,36.511,38.946
42,36.998,37.972
43,36.024,38.459
44,36.024,37.972
45,36.511,38.946
46,36.511,40.407
47,36.511,40.407
48,36.024,38.946
49,36.511,38.946
50,36.511,39.92
51,36.998,39.433
52,37.485,39.433
53,36.998,39.92
54,36.511,39.433
55,36.511,39.433
56,36.998,39.92
57,36.511,39.92
58,36.998,40.894
59,36.024,40.894
60,35.05,39.92
61,36.998,41.381
62,36.024,41.868
63,36.024,41.381
64,36.511,40.407
65,36.511,40.894
66,36.998,40.894
67,36.511,40.894
68,36.998,40.894
69,36.998,40.894
70,35.05,42.355
71,35.537,41.381
72,36.998,41.381
73,36.024,41.381
74,37.972,42.355
75,36.024,41.868
76,36.998,42.355
77,36.024,41.868
78,36.511,42.355
79,36.998,43.329
80,36.998,44.303
81,37.485,42.842
82,36.024,44.79
83,36.511,42.842
84,36.511,41.868
85,36.024,42.355
86,36.024,41.868
87,36.511,42.355
88,36.511,43.816
89,35.537,41.868
90,36.511,41.868
91,36.024,40.894
92,36.998,41.868
93,36.511,43.329
94,35.537,42.842
95,36.998,41.868
96,36.511,40.894
97,36.511,41.868
98,36.998,41.868
99,37.485,41.868
100,36.511,42.355
101,36.511,42.842
102,36.998,41.868
103,37.485,41.381
104,37.485,42.355
105,36.998,42.355
106,36.511,42.842
107,36.024,42.842
108,37.485,41.868
109,37.972,42.842
110,36.024,42.842
111,37.485,43.329
112,37.485,42.355
113,37.485,42.355
114,37.972,41.868
115,36.998,42.842
116,36.024,42.355
117,37.485,42.355
118,36.024,42.355
119,36.511,42.355
120,37.485,43.329
121,36.024,43.329
122,36.998,42.842
123,36.511,41.381
124,36.511,43.329
125,37.485,42.355
126,36.998,41.868
127,36.511,43.329
128,36.511,42.842
129,36.024,42.355
130,36.024,41.868
131,37.485,43.329
132,36.998,42.355
133,36.998,41.868
134,35.537,42.842
135,36.998,42.842
136,36.511,42.842
137,36.511,43.329
138,36.024,42.842
139,37.485,43.329
140,38.946,42.842
141,37.972,43.329
142,36.998,42.355
143,37.485,44.303
144,37.485,43.329
145,37.972,42.842
146,36.511,43.816
147,36.511,42.355
148,36.998,43.816
149,36.511,42.842
150,36.998,43.329
151,36.511,43.329
152,36.998,43.329
153,36.511,43.329
154,36.511,43.329
155,36.998,42.842
156,36.511,43.329
157,36.998,43.816
158,36.024,43.816
159,36.024,42.355
160,36.998,43.816
161,37.972,43.816
162,36.024,43.816
163,37.485,43.816
164,36.511,42.842
165,36.998,42.355
166,36.024,42.842
167,35.537,44.303
168,36.511,42.842
169,35.05,42.842
170,36.024,42.842
171,36.024,43.816
172,38.459,44.303
173,36.998,44.303
174,36.511,43.816
175,36.024,42.355
176,36.998,44.303
177,36.511,44.303
178,36.511,44.79
179,36.024,43.329
180,36.511,43.816
181,36.024,44.79
182,36.024,43.816
183,35.05,44.303
184,36.998,42.842
185,36.024,43.816
186,36.511,44.303
187,36.024,44.303
188,36.511,43.816
189,36.998,43.816
190,36.511,43.816
191,36.998,44.303
192,36.024,43.816
193,36.511,44.303
194,37.485,44.303
195,36.511,45.277
196,37.485,44.79
197,36.024,43.329
198,36.511,44.303
199,36.024,44.79
200,36.511,45.277
201,36.024,43.816
202,36.024,43.816
203,36.511,44.79
204,35.537,44.303
205,36.998,44.79
206,36.024,45.277
207,36.024,44.79
208,36.511,45.277
209,36.511,44.79
210,36.024,43.816
211,36.024,44.303
212,36.511,45.277
213,36.511,44.303
214,36.511,45.277
215,36.511,44.303
216,36.024,43.329
217,36.511,45.277
218,36.511,45.277
219,35.537,44.79
220,36.024,44.79
221,36.024,45.277
222,36.511,45.764
223,36.511,45.277
224,36.511,45.277
225,35.537,45.277
226,36.024,45.277
227,35.05,44.79
228,36.024,45.764
229,36.024,44.303
230,35.537,45.764
231,35.537,45.764
232,35.537,45.764
233,36.024,45.764
234,35.537,45.764
235,36.024,45.764
236,36.511,44.79
237,35.537,45.764
238,35.05,45.277
239,35.537,45.764
240,36.024,46.251
241,36.511,45.764
242,35.537,45.277
243,35.537,45.277
244,34.563,45.764
245,36.024,45.764
246,34.076,44.79
247,35.537,45.277
